id,labels,nombre,categoria,marca,precio_unitario,local_importado
445,Producto,Represent T-Fal,Hogar,T-Fal,374.51,False
446,Producto,Avoid Kellogg's,Alimentos,Kellogg's,34.01,False
447,Producto,Claim Black+Decker,Hogar,Black+Decker,88.03,True
448,Producto,Bill Reebok,Deportes,Reebok,183.36,False
449,Producto,Too Apple,Electrónica,Apple,1426.4,False
450,Producto,Daughter Black+Decker,Hogar,Black+Decker,210.12,False
451,Producto,Song Xiaomi,Electrónica,Xiaomi,648.14,True
452,Producto,Board Nike,Deportes,Nike,107.08,False
453,Producto,Person Bridgestone,Automotriz,Bridgestone,468.89,False
454,Producto,Hope Kellogg's,Alimentos,Kellogg's,43.5,True
455,Producto,Fund Castrol,Automotriz,Castrol,666.55,True
456,Producto,Even PepsiCo,Alimentos,PepsiCo,45.22,False
457,Producto,Themselves Michelin,Automotriz,Michelin,727.11,False
458,Producto,Member Black+Decker,Hogar,Black+Decker,360.91,True
459,Producto,Sign T-Fal,Hogar,T-Fal,306.82,True
460,Producto,Nothing Apple,Electrónica,Apple,371.65,False
461,Producto,Maybe Bridgestone,Automotriz,Bridgestone,60.25,True
462,Producto,Couple LG,Electrónica,LG,1971.17,False
463,Producto,Middle Hamilton Beach,Hogar,Hamilton Beach,36.55,True
464,Producto,Hard Nestlé,Alimentos,Nestlé,42.92,False
465,Producto,Chance PepsiCo,Alimentos,PepsiCo,45.34,True
466,Producto,Give Castrol,Automotriz,Castrol,799.02,False
467,Producto,Claim Nestlé,Alimentos,Nestlé,14.72,True
468,Producto,Else Nike,Deportes,Nike,180.98,True
469,Producto,Keep Unilever,Alimentos,Unilever,5.7,True
470,Producto,Music T-Fal,Hogar,T-Fal,176.61,False
471,Producto,Cover LG,Electrónica,LG,1616.24,True
472,Producto,Cultural T-Fal,Hogar,T-Fal,364.02,False
473,Producto,Herself Xiaomi,Electrónica,Xiaomi,1965.71,True
474,Producto,Discussion Castrol,Automotriz,Castrol,549.08,True
475,Producto,Interview T-Fal,Hogar,T-Fal,475.8,True
476,Producto,Different Castrol,Automotriz,Castrol,178.3,True
477,Producto,Future Oster,Hogar,Oster,289.61,False
478,Producto,Live Kellogg's,Alimentos,Kellogg's,12.94,False
479,Producto,Heart PepsiCo,Alimentos,PepsiCo,26.18,True
480,Producto,Majority Sony,Electrónica,Sony,1238.15,False
481,Producto,Black Castrol,Automotriz,Castrol,550.36,False
482,Producto,Space Oster,Hogar,Oster,431.54,True
483,Producto,Have Reebok,Deportes,Reebok,221.51,False
484,Producto,Dinner Puma,Deportes,Puma,244.18,False
485,Producto,Somebody Samsung,Electrónica,Samsung,300.1,True
486,Producto,They Bridgestone,Automotriz,Bridgestone,709.17,False
487,Producto,Control LG,Electrónica,LG,1709.06,True
488,Producto,Bank Nestlé,Alimentos,Nestlé,1.35,True
489,Producto,Always Samsung,Electrónica,Samsung,1605.25,False
490,Producto,Police Bridgestone,Automotriz,Bridgestone,87.09,False
491,Producto,East Samsung,Electrónica,Samsung,1376.73,True
492,Producto,Player Kellogg's,Alimentos,Kellogg's,35.22,True
493,Producto,Particular Kellogg's,Alimentos,Kellogg's,31.91,False
494,Producto,Suggest LG,Electrónica,LG,1804.84,False
495,Producto,Reveal T-Fal,Hogar,T-Fal,263.35,True
496,Producto,Grow Unilever,Alimentos,Unilever,36.88,False
497,Producto,Six Adidas,Deportes,Adidas,182.08,False
498,Producto,Choose Xiaomi,Electrónica,Xiaomi,219.53,False
499,Producto,Much Kellogg's,Alimentos,Kellogg's,1.97,False
500,Producto,Anything Reebok,Deportes,Reebok,79.4,False
501,Producto,Scientist Puma,Deportes,Puma,252.63,True
502,Producto,Nation Black+Decker,Hogar,Black+Decker,241.53,False
503,Producto,Professor Samsung,Electrónica,Samsung,567.12,False
504,Producto,Four Nestlé,Alimentos,Nestlé,9.82,True
505,Producto,Whose Samsung,Electrónica,Samsung,1670.92,True
506,Producto,Front Apple,Electrónica,Apple,1796.57,True
507,Producto,Personal Apple,Electrónica,Apple,584.35,True
508,Producto,Perform Castrol,Automotriz,Castrol,202.02,True
509,Producto,Writer PepsiCo,Alimentos,PepsiCo,13.73,True
510,Producto,In Kellogg's,Alimentos,Kellogg's,38.38,True
511,Producto,Challenge PepsiCo,Alimentos,PepsiCo,6.85,False
512,Producto,Explain Oster,Hogar,Oster,257.47,True
513,Producto,Art Xiaomi,Electrónica,Xiaomi,1205.37,False
514,Producto,Us Oster,Hogar,Oster,258.77,True
515,Producto,Space Goodyear,Automotriz,Goodyear,133.8,True
516,Producto,Team Sony,Electrónica,Sony,119.6,False
517,Producto,Forget PepsiCo,Alimentos,PepsiCo,34.99,True
518,Producto,How Puma,Deportes,Puma,144.15,True
519,Producto,Here Reebok,Deportes,Reebok,54.89,True
520,Producto,Police Samsung,Electrónica,Samsung,1934.33,False
521,Producto,Student LG,Electrónica,LG,1681.2,False
522,Producto,Rather LG,Electrónica,LG,866.78,False
523,Producto,Every LG,Electrónica,LG,1294.07,True
524,Producto,Summer T-Fal,Hogar,T-Fal,438.71,False
525,Producto,Month Hamilton Beach,Hogar,Hamilton Beach,122.81,False
526,Producto,Their LG,Electrónica,LG,1002.44,True
527,Producto,Trade Nestlé,Alimentos,Nestlé,29.07,True
528,Producto,Some Black+Decker,Hogar,Black+Decker,264.88,True
529,Producto,Finish Reebok,Deportes,Reebok,23.97,True
530,Producto,Way Hamilton Beach,Hogar,Hamilton Beach,371.61,False
531,Producto,Book Xiaomi,Electrónica,Xiaomi,769.88,False
532,Producto,Manager Michelin,Automotriz,Michelin,63.65,False
533,Producto,Despite Oster,Hogar,Oster,67.76,True
534,Producto,Hand Xiaomi,Electrónica,Xiaomi,1474.08,True
535,Producto,Decide Puma,Deportes,Puma,158.52,True
536,Producto,Capital Sony,Electrónica,Sony,1522.13,True
537,Producto,View Nestlé,Alimentos,Nestlé,27.18,True
538,Producto,Home Adidas,Deportes,Adidas,196.79,False
539,Producto,Quite T-Fal,Hogar,T-Fal,430.93,False
540,Producto,Evidence Nestlé,Alimentos,Nestlé,11.29,False
541,Producto,Ball Puma,Deportes,Puma,133.57,False
542,Producto,Follow Nike,Deportes,Nike,184.84,False
543,Producto,Second LG,Electrónica,LG,1618.01,True
544,Producto,Action Kellogg's,Alimentos,Kellogg's,48.03,True
545,Producto,Teach Castrol,Automotriz,Castrol,722.92,True
546,Producto,Difficult Reebok,Deportes,Reebok,269.09,True
547,Producto,Of Black+Decker,Hogar,Black+Decker,46.97,True
548,Producto,Party Hamilton Beach,Hogar,Hamilton Beach,76.55,False
549,Producto,Single Oster,Hogar,Oster,442.51,True
550,Producto,Administration LG,Electrónica,LG,379.39,True
551,Producto,Subject PepsiCo,Alimentos,PepsiCo,16.21,False
552,Producto,Pattern Unilever,Alimentos,Unilever,24.89,False
553,Producto,For Hamilton Beach,Hogar,Hamilton Beach,247.3,True
554,Producto,Behind Oster,Hogar,Oster,149.01,True
555,Producto,Not Kellogg's,Alimentos,Kellogg's,6.18,True
556,Producto,Result PepsiCo,Alimentos,PepsiCo,28.8,False
557,Producto,Prove PepsiCo,Alimentos,PepsiCo,40.4,False
558,Producto,Go Adidas,Deportes,Adidas,38.69,False
559,Producto,Body T-Fal,Hogar,T-Fal,443.55,False
560,Producto,Far LG,Electrónica,LG,587.33,False
561,Producto,Record Adidas,Deportes,Adidas,221.94,True
562,Producto,Skill Michelin,Automotriz,Michelin,468.75,False
563,Producto,Our Hamilton Beach,Hogar,Hamilton Beach,73.67,True
564,Producto,Moment Apple,Electrónica,Apple,660.02,False
565,Producto,Boy Goodyear,Automotriz,Goodyear,261.18,True
566,Producto,Than Sony,Electrónica,Sony,747.97,False
567,Producto,Say Sony,Electrónica,Sony,269.43,True
568,Producto,Mention Samsung,Electrónica,Samsung,440.03,False
569,Producto,Ask Hamilton Beach,Hogar,Hamilton Beach,174.2,True
570,Producto,Type Adidas,Deportes,Adidas,104.84,False
571,Producto,After LG,Electrónica,LG,1433.61,False
572,Producto,Firm Nike,Deportes,Nike,70.33,True
573,Producto,Realize Nestlé,Alimentos,Nestlé,5.0,False
574,Producto,Voice Samsung,Electrónica,Samsung,1313.09,False
575,Producto,Race T-Fal,Hogar,T-Fal,335.72,False
576,Producto,Special Hamilton Beach,Hogar,Hamilton Beach,479.12,True
577,Producto,Others Hamilton Beach,Hogar,Hamilton Beach,269.85,True
578,Producto,Memory Bridgestone,Automotriz,Bridgestone,711.92,False
579,Producto,Apply Xiaomi,Electrónica,Xiaomi,137.13,False
580,Producto,Them Unilever,Alimentos,Unilever,16.76,False
581,Producto,Single Xiaomi,Electrónica,Xiaomi,293.35,True
582,Producto,Collection PepsiCo,Alimentos,PepsiCo,16.32,False
583,Producto,Trip Unilever,Alimentos,Unilever,22.23,True
584,Producto,Strategy Apple,Electrónica,Apple,1815.04,True
585,Producto,Accept T-Fal,Hogar,T-Fal,335.87,False
586,Producto,Attack PepsiCo,Alimentos,PepsiCo,14.23,True
587,Producto,Meeting Michelin,Automotriz,Michelin,189.24,True
588,Producto,Walk Oster,Hogar,Oster,227.44,False
589,Producto,Six PepsiCo,Alimentos,PepsiCo,39.32,True
590,Producto,Usually Nike,Deportes,Nike,113.49,True
591,Producto,Data Castrol,Automotriz,Castrol,608.83,True
592,Producto,Law Samsung,Electrónica,Samsung,1597.85,False
593,Producto,Mother Puma,Deportes,Puma,296.6,False
594,Producto,Cover Goodyear,Automotriz,Goodyear,794.54,False
595,Producto,Conference Puma,Deportes,Puma,122.55,False
596,Producto,Crime Samsung,Electrónica,Samsung,328.56,False
597,Producto,Growth PepsiCo,Alimentos,PepsiCo,5.28,False
598,Producto,Still Goodyear,Automotriz,Goodyear,788.72,True
599,Producto,While Black+Decker,Hogar,Black+Decker,151.81,True
600,Producto,Modern Nike,Deportes,Nike,226.98,True
601,Producto,Family Bridgestone,Automotriz,Bridgestone,329.42,True
602,Producto,Rate Unilever,Alimentos,Unilever,21.09,False
603,Producto,Should Puma,Deportes,Puma,57.42,True
604,Producto,Source Unilever,Alimentos,Unilever,41.01,True
605,Producto,Best Goodyear,Automotriz,Goodyear,357.52,False
606,Producto,Thank Reebok,Deportes,Reebok,15.6,False
607,Producto,Modern Michelin,Automotriz,Michelin,612.24,True
608,Producto,Report Reebok,Deportes,Reebok,219.07,False
609,Producto,Word Black+Decker,Hogar,Black+Decker,116.23,True
610,Producto,Administration LG,Electrónica,LG,719.93,True
611,Producto,Month Samsung,Electrónica,Samsung,860.9,True
612,Producto,Know Hamilton Beach,Hogar,Hamilton Beach,394.33,False
613,Producto,Although T-Fal,Hogar,T-Fal,32.77,False
614,Producto,Many Nike,Deportes,Nike,277.65,True
615,Producto,Drug Sony,Electrónica,Sony,891.2,False
616,Producto,Official Nestlé,Alimentos,Nestlé,18.5,False
617,Producto,Better PepsiCo,Alimentos,PepsiCo,19.96,False
618,Producto,Once Nestlé,Alimentos,Nestlé,44.11,False
619,Producto,Enjoy Sony,Electrónica,Sony,1133.65,True
620,Producto,Entire Hamilton Beach,Hogar,Hamilton Beach,382.91,True
621,Producto,Push Samsung,Electrónica,Samsung,1406.77,False
622,Producto,Ok Unilever,Alimentos,Unilever,16.37,False
623,Producto,Two Puma,Deportes,Puma,295.33,False
624,Producto,Medical Bridgestone,Automotriz,Bridgestone,455.92,False
625,Producto,Lead Adidas,Deportes,Adidas,270.67,True
626,Producto,Nature Nestlé,Alimentos,Nestlé,9.84,True
627,Producto,Security Nestlé,Alimentos,Nestlé,18.94,False
628,Producto,Lead Sony,Electrónica,Sony,1589.67,True
629,Producto,Everybody Castrol,Automotriz,Castrol,592.0,False
630,Producto,World Castrol,Automotriz,Castrol,634.11,True
631,Producto,Article Reebok,Deportes,Reebok,155.52,True
632,Producto,Writer Nestlé,Alimentos,Nestlé,37.65,True
633,Producto,Baby Adidas,Deportes,Adidas,123.98,True
634,Producto,Whether Hamilton Beach,Hogar,Hamilton Beach,480.72,False
635,Producto,Role Samsung,Electrónica,Samsung,341.84,True
636,Producto,Serve Castrol,Automotriz,Castrol,584.72,False
637,Producto,Network Hamilton Beach,Hogar,Hamilton Beach,493.58,True
638,Producto,Think Bridgestone,Automotriz,Bridgestone,695.15,False
639,Producto,Turn Apple,Electrónica,Apple,1422.51,True
640,Producto,Production Oster,Hogar,Oster,477.42,True
641,Producto,Account LG,Electrónica,LG,952.77,True
642,Producto,Money Reebok,Deportes,Reebok,248.98,True
643,Producto,Place Puma,Deportes,Puma,243.35,False
644,Producto,Or Puma,Deportes,Puma,101.21,True
645,Producto,Course Bridgestone,Automotriz,Bridgestone,705.13,False
646,Producto,Six Puma,Deportes,Puma,246.55,True
647,Producto,Huge Black+Decker,Hogar,Black+Decker,120.55,False
648,Producto,Mind T-Fal,Hogar,T-Fal,455.76,True
649,Producto,Hit Kellogg's,Alimentos,Kellogg's,44.33,False
650,Producto,War Xiaomi,Electrónica,Xiaomi,275.11,False
651,Producto,Despite T-Fal,Hogar,T-Fal,214.06,True
652,Producto,Network T-Fal,Hogar,T-Fal,440.71,False
653,Producto,Point Hamilton Beach,Hogar,Hamilton Beach,175.64,False
654,Producto,Teacher Xiaomi,Electrónica,Xiaomi,624.62,True
655,Producto,Stop Nike,Deportes,Nike,208.6,True
656,Producto,He Sony,Electrónica,Sony,872.21,True
657,Producto,Despite Kellogg's,Alimentos,Kellogg's,31.24,False
658,Producto,Case Nestlé,Alimentos,Nestlé,28.24,True
659,Producto,Sign Puma,Deportes,Puma,269.82,False
660,Producto,Woman Apple,Electrónica,Apple,973.02,False
661,Producto,Child Bridgestone,Automotriz,Bridgestone,761.68,False
662,Producto,Available Adidas,Deportes,Adidas,167.82,True
663,Producto,Dark Kellogg's,Alimentos,Kellogg's,13.1,False
664,Producto,Religious Nestlé,Alimentos,Nestlé,21.4,False
665,Producto,Course Hamilton Beach,Hogar,Hamilton Beach,430.11,False
666,Producto,Action Nike,Deportes,Nike,124.57,False
667,Producto,Service Nike,Deportes,Nike,251.68,False
668,Producto,Home Nestlé,Alimentos,Nestlé,14.09,False
669,Producto,Middle Reebok,Deportes,Reebok,120.74,False
670,Producto,Rock Black+Decker,Hogar,Black+Decker,154.01,False
671,Producto,Let Kellogg's,Alimentos,Kellogg's,11.99,True
672,Producto,Use Puma,Deportes,Puma,242.86,False
673,Producto,State PepsiCo,Alimentos,PepsiCo,12.61,True
674,Producto,Different T-Fal,Hogar,T-Fal,153.89,False
675,Producto,Trade Samsung,Electrónica,Samsung,1635.21,True
676,Producto,Attack Reebok,Deportes,Reebok,47.68,False
677,Producto,Bring Kellogg's,Alimentos,Kellogg's,24.09,True
678,Producto,Effect Castrol,Automotriz,Castrol,644.94,False
679,Producto,Challenge Nike,Deportes,Nike,279.17,True
680,Producto,Fund Nestlé,Alimentos,Nestlé,28.96,False
681,Producto,Respond Oster,Hogar,Oster,49.96,False
682,Producto,Discuss Goodyear,Automotriz,Goodyear,178.99,True
683,Producto,Quickly Sony,Electrónica,Sony,1168.48,False
684,Producto,Each Nestlé,Alimentos,Nestlé,32.67,True
685,Producto,Research Oster,Hogar,Oster,328.9,True
686,Producto,Hard LG,Electrónica,LG,1631.72,False
687,Producto,Beat Unilever,Alimentos,Unilever,2.81,True
688,Producto,Type Castrol,Automotriz,Castrol,526.5,True
689,Producto,Able PepsiCo,Alimentos,PepsiCo,35.38,False
690,Producto,Commercial T-Fal,Hogar,T-Fal,492.69,True
691,Producto,Foot Nike,Deportes,Nike,167.26,True
692,Producto,Brother Black+Decker,Hogar,Black+Decker,60.86,True
693,Producto,Look Unilever,Alimentos,Unilever,46.06,True
694,Producto,Building Hamilton Beach,Hogar,Hamilton Beach,389.21,False
695,Producto,Suggest Puma,Deportes,Puma,139.91,False
696,Producto,These PepsiCo,Alimentos,PepsiCo,10.16,False
697,Producto,Between Apple,Electrónica,Apple,736.43,True
698,Producto,Sport Unilever,Alimentos,Unilever,36.05,True
699,Producto,Relate PepsiCo,Alimentos,PepsiCo,37.52,True
700,Producto,Group Castrol,Automotriz,Castrol,722.04,True
701,Producto,Treat Adidas,Deportes,Adidas,284.37,False
702,Producto,Me LG,Electrónica,LG,1181.89,True
703,Producto,Daughter Reebok,Deportes,Reebok,177.64,False
704,Producto,Our LG,Electrónica,LG,740.43,True
705,Producto,Week Nike,Deportes,Nike,299.95,True
706,Producto,Organization Adidas,Deportes,Adidas,52.11,False
707,Producto,Behind Nike,Deportes,Nike,83.93,False
708,Producto,Blue Bridgestone,Automotriz,Bridgestone,497.52,True
709,Producto,Develop Adidas,Deportes,Adidas,44.76,True
710,Producto,Necessary Reebok,Deportes,Reebok,224.07,True
711,Producto,Ability Castrol,Automotriz,Castrol,68.31,True
712,Producto,Cup Hamilton Beach,Hogar,Hamilton Beach,304.3,True
713,Producto,Son Hamilton Beach,Hogar,Hamilton Beach,90.24,False
714,Producto,Subject PepsiCo,Alimentos,PepsiCo,24.45,True
715,Producto,Fast Samsung,Electrónica,Samsung,975.66,False
716,Producto,Shoulder LG,Electrónica,LG,1206.17,False
717,Producto,Coach Samsung,Electrónica,Samsung,438.8,False
718,Producto,Feeling Nike,Deportes,Nike,206.64,True
719,Producto,After Unilever,Alimentos,Unilever,42.16,False
720,Producto,Weight Castrol,Automotriz,Castrol,133.52,True
721,Producto,Quality Adidas,Deportes,Adidas,51.22,True
722,Producto,Spend Castrol,Automotriz,Castrol,113.09,True
723,Producto,Four Kellogg's,Alimentos,Kellogg's,3.14,False
724,Producto,Still Sony,Electrónica,Sony,751.75,False
725,Producto,Huge Unilever,Alimentos,Unilever,22.65,False
726,Producto,Democratic Sony,Electrónica,Sony,151.63,True
727,Producto,Director LG,Electrónica,LG,1757.61,True
728,Producto,Amount Oster,Hogar,Oster,210.7,True
729,Producto,Yet LG,Electrónica,LG,218.98,False
730,Producto,Trip Kellogg's,Alimentos,Kellogg's,20.56,True
731,Producto,Billion Castrol,Automotriz,Castrol,582.31,False
732,Producto,Apply Castrol,Automotriz,Castrol,603.31,False
733,Producto,And Apple,Electrónica,Apple,1045.49,True
734,Producto,Today Oster,Hogar,Oster,175.98,False
735,Producto,Fight PepsiCo,Alimentos,PepsiCo,6.8,False
736,Producto,Still Sony,Electrónica,Sony,1591.36,True
737,Producto,Public Michelin,Automotriz,Michelin,246.62,True
738,Producto,Half Nestlé,Alimentos,Nestlé,33.64,True
739,Producto,Court Michelin,Automotriz,Michelin,171.97,False
740,Producto,To Black+Decker,Hogar,Black+Decker,53.4,False
741,Producto,Imagine Bridgestone,Automotriz,Bridgestone,255.08,True
742,Producto,Race Reebok,Deportes,Reebok,292.88,True
743,Producto,Attack T-Fal,Hogar,T-Fal,329.17,True
744,Producto,Identify T-Fal,Hogar,T-Fal,171.55,True
745,Producto,Development Adidas,Deportes,Adidas,171.24,False
746,Producto,Offer LG,Electrónica,LG,1582.67,True
747,Producto,Specific Goodyear,Automotriz,Goodyear,491.92,False
748,Producto,Soldier T-Fal,Hogar,T-Fal,192.93,False
749,Producto,Week Puma,Deportes,Puma,162.06,False
750,Producto,Per Sony,Electrónica,Sony,354.52,True
751,Producto,Hold Nike,Deportes,Nike,27.2,True
752,Producto,Member Unilever,Alimentos,Unilever,42.77,False
753,Producto,Accept Black+Decker,Hogar,Black+Decker,213.06,False
754,Producto,Fall Reebok,Deportes,Reebok,31.26,True
755,Producto,Business Michelin,Automotriz,Michelin,163.91,True
756,Producto,Forward Castrol,Automotriz,Castrol,560.8,True
757,Producto,Effect Michelin,Automotriz,Michelin,111.81,True
758,Producto,Figure PepsiCo,Alimentos,PepsiCo,41.0,False
759,Producto,Life PepsiCo,Alimentos,PepsiCo,32.21,True
760,Producto,Piece Kellogg's,Alimentos,Kellogg's,17.59,False
761,Producto,Mrs Goodyear,Automotriz,Goodyear,117.54,True
762,Producto,Many T-Fal,Hogar,T-Fal,366.77,True
763,Producto,Manager Black+Decker,Hogar,Black+Decker,379.35,True
764,Producto,Create Bridgestone,Automotriz,Bridgestone,675.35,False
765,Producto,Newspaper Michelin,Automotriz,Michelin,316.5,True
766,Producto,Method Black+Decker,Hogar,Black+Decker,436.78,True
767,Producto,Less T-Fal,Hogar,T-Fal,228.09,False
768,Producto,With Oster,Hogar,Oster,65.49,False
769,Producto,Piece Hamilton Beach,Hogar,Hamilton Beach,336.43,False
770,Producto,Their Unilever,Alimentos,Unilever,33.65,False
771,Producto,Field Nestlé,Alimentos,Nestlé,37.87,False
772,Producto,Example Sony,Electrónica,Sony,1535.71,True
773,Producto,Writer Bridgestone,Automotriz,Bridgestone,399.28,True
774,Producto,Impact Apple,Electrónica,Apple,1046.66,True
775,Producto,Yes Sony,Electrónica,Sony,1581.51,True
776,Producto,Perhaps Michelin,Automotriz,Michelin,79.93,False
777,Producto,Later Michelin,Automotriz,Michelin,623.43,True
778,Producto,Special Castrol,Automotriz,Castrol,286.98,True
779,Producto,Benefit Samsung,Electrónica,Samsung,1036.04,True
780,Producto,Give T-Fal,Hogar,T-Fal,205.35,True
781,Producto,Too PepsiCo,Alimentos,PepsiCo,15.16,False
782,Producto,Memory Black+Decker,Hogar,Black+Decker,221.6,False
783,Producto,Same Unilever,Alimentos,Unilever,38.39,False
784,Producto,Father Sony,Electrónica,Sony,643.71,True
785,Producto,Lay Samsung,Electrónica,Samsung,1065.31,False
786,Producto,Analysis Adidas,Deportes,Adidas,230.6,False
787,Producto,Population Hamilton Beach,Hogar,Hamilton Beach,170.09,True
788,Producto,Support Xiaomi,Electrónica,Xiaomi,787.46,False
789,Producto,Attorney Unilever,Alimentos,Unilever,35.08,True
790,Producto,Soldier Bridgestone,Automotriz,Bridgestone,509.8,False
791,Producto,Knowledge Sony,Electrónica,Sony,667.75,True
792,Producto,Trial Unilever,Alimentos,Unilever,42.19,False
793,Producto,Director Goodyear,Automotriz,Goodyear,261.78,True
794,Producto,Sport Unilever,Alimentos,Unilever,44.61,False
795,Producto,Face Nike,Deportes,Nike,19.98,False
796,Producto,Try PepsiCo,Alimentos,PepsiCo,29.26,True
797,Producto,Ability Unilever,Alimentos,Unilever,37.67,False
798,Producto,Nor LG,Electrónica,LG,469.69,False
799,Producto,Staff Samsung,Electrónica,Samsung,993.46,False
800,Producto,Boy PepsiCo,Alimentos,PepsiCo,3.04,False
801,Producto,Other Oster,Hogar,Oster,290.72,True
802,Producto,Allow Reebok,Deportes,Reebok,183.72,False
803,Producto,A Reebok,Deportes,Reebok,214.77,True
804,Producto,Serious Black+Decker,Hogar,Black+Decker,45.96,True
805,Producto,Price Apple,Electrónica,Apple,968.49,False
806,Producto,Become T-Fal,Hogar,T-Fal,484.3,True
807,Producto,Much Samsung,Electrónica,Samsung,1070.73,True
808,Producto,Move Bridgestone,Automotriz,Bridgestone,605.95,True
809,Producto,Get Reebok,Deportes,Reebok,60.08,False
810,Producto,Science Puma,Deportes,Puma,209.6,False
811,Producto,Music Michelin,Automotriz,Michelin,108.19,True
812,Producto,Forward PepsiCo,Alimentos,PepsiCo,43.2,True
813,Producto,Develop Adidas,Deportes,Adidas,125.26,False
814,Producto,Customer Nike,Deportes,Nike,207.68,False
815,Producto,Husband Oster,Hogar,Oster,452.84,False
816,Producto,Seven T-Fal,Hogar,T-Fal,102.94,True
817,Producto,Traditional Oster,Hogar,Oster,185.22,True
818,Producto,Learn Adidas,Deportes,Adidas,183.77,False
819,Producto,Never Michelin,Automotriz,Michelin,581.74,True
820,Producto,Push Oster,Hogar,Oster,275.8,True
821,Producto,End Bridgestone,Automotriz,Bridgestone,470.99,True
822,Producto,Place Puma,Deportes,Puma,88.89,True
823,Producto,Make Michelin,Automotriz,Michelin,516.24,True
824,Producto,Matter Adidas,Deportes,Adidas,90.96,True
825,Producto,Authority Sony,Electrónica,Sony,614.07,False
826,Producto,Since Apple,Electrónica,Apple,974.46,False
827,Producto,Drug Nike,Deportes,Nike,165.62,False
828,Producto,Event Adidas,Deportes,Adidas,20.38,False
829,Producto,Line T-Fal,Hogar,T-Fal,418.49,False
830,Producto,Interesting PepsiCo,Alimentos,PepsiCo,11.31,True
831,Producto,Better PepsiCo,Alimentos,PepsiCo,34.34,True
832,Producto,Effect Hamilton Beach,Hogar,Hamilton Beach,284.41,False
833,Producto,Wind T-Fal,Hogar,T-Fal,133.82,True
834,Producto,Possible Nestlé,Alimentos,Nestlé,38.33,False
835,Producto,Note Hamilton Beach,Hogar,Hamilton Beach,82.32,True
836,Producto,Western Goodyear,Automotriz,Goodyear,201.82,True
837,Producto,No Sony,Electrónica,Sony,1440.41,False
838,Producto,Thing Michelin,Automotriz,Michelin,194.55,True
839,Producto,Require Kellogg's,Alimentos,Kellogg's,12.5,False
840,Producto,Nice Nestlé,Alimentos,Nestlé,19.59,True
841,Producto,Environment Unilever,Alimentos,Unilever,36.55,True
842,Producto,Measure Reebok,Deportes,Reebok,264.74,True
843,Producto,Personal LG,Electrónica,LG,924.39,True
844,Producto,Page Samsung,Electrónica,Samsung,978.43,True
845,Producto,Court Michelin,Automotriz,Michelin,563.16,False
846,Producto,Property Kellogg's,Alimentos,Kellogg's,35.38,False
847,Producto,Above Castrol,Automotriz,Castrol,471.65,True
848,Producto,Order T-Fal,Hogar,T-Fal,386.98,True
849,Producto,Manager Oster,Hogar,Oster,398.07,True
850,Producto,Serious Michelin,Automotriz,Michelin,243.7,True
851,Producto,Remember Bridgestone,Automotriz,Bridgestone,468.2,True
852,Producto,Song LG,Electrónica,LG,981.04,False
853,Producto,Sure Puma,Deportes,Puma,146.93,False
854,Producto,Win Unilever,Alimentos,Unilever,39.72,False
855,Producto,Nature Michelin,Automotriz,Michelin,559.54,True
856,Producto,Yes Unilever,Alimentos,Unilever,11.49,True
857,Producto,Community PepsiCo,Alimentos,PepsiCo,17.05,False
858,Producto,Place Kellogg's,Alimentos,Kellogg's,12.1,True
859,Producto,Child LG,Electrónica,LG,1064.11,False
860,Producto,Outside Nike,Deportes,Nike,257.01,False
861,Producto,Less Samsung,Electrónica,Samsung,831.17,False
862,Producto,Crime Unilever,Alimentos,Unilever,37.94,True
863,Producto,Plan Samsung,Electrónica,Samsung,194.02,True
864,Producto,Place Unilever,Alimentos,Unilever,22.05,True
865,Producto,Evidence Black+Decker,Hogar,Black+Decker,491.33,True
866,Producto,My Puma,Deportes,Puma,252.07,False
867,Producto,System T-Fal,Hogar,T-Fal,338.16,True
868,Producto,Still Oster,Hogar,Oster,488.05,False
869,Producto,Help PepsiCo,Alimentos,PepsiCo,36.97,True
870,Producto,Popular T-Fal,Hogar,T-Fal,379.08,True
871,Producto,Among Kellogg's,Alimentos,Kellogg's,5.38,True
872,Producto,Wear PepsiCo,Alimentos,PepsiCo,22.33,True
873,Producto,Person Oster,Hogar,Oster,388.71,False
874,Producto,Think Goodyear,Automotriz,Goodyear,596.58,False
875,Producto,Administration Unilever,Alimentos,Unilever,6.48,True
876,Producto,Trip Black+Decker,Hogar,Black+Decker,328.25,True
877,Producto,Rule T-Fal,Hogar,T-Fal,212.27,False
878,Producto,Want Nike,Deportes,Nike,128.93,False
879,Producto,Though Samsung,Electrónica,Samsung,655.04,True
880,Producto,Role Oster,Hogar,Oster,347.49,False
881,Producto,Step Black+Decker,Hogar,Black+Decker,436.04,True
882,Producto,Fast Kellogg's,Alimentos,Kellogg's,16.53,True
883,Producto,Sea Goodyear,Automotriz,Goodyear,583.16,False
884,Producto,Which Castrol,Automotriz,Castrol,186.23,True
885,Producto,Wall Samsung,Electrónica,Samsung,348.43,True
886,Producto,Rich Apple,Electrónica,Apple,261.66,False
887,Producto,List Goodyear,Automotriz,Goodyear,397.84,False
888,Producto,View Castrol,Automotriz,Castrol,264.55,True
889,Producto,Place Goodyear,Automotriz,Goodyear,462.27,False
890,Producto,Allow Adidas,Deportes,Adidas,82.22,True
891,Producto,Material Michelin,Automotriz,Michelin,741.1,False
