start_id,start_label,type,end_id,end_label,ultimo_envio,cantidad_envios,frecuencia_envios
6,Almacen,SUMINISTRA,7,Sucursal,2025-02-18,256,Semanal
2,Almacen,SUMINISTRA,0,Sucursal,2025-01-24,23,Trimestral
1,Almacen,SUMINISTRA,6,Sucursal,2025-02-18,294,Diario
8,Almacen,SUMINISTRA,8,Sucursal,2025-02-01,272,Diario
5,Almacen,SUMINISTRA,4,Sucursal,2025-02-25,185,Diario
6,Almacen,SUMINISTRA,13,Sucursal,2025-02-13,287,Semanal
8,Almacen,SUMINISTRA,10,Sucursal,2025-01-11,36,Trimestral
3,Almacen,SUMINISTRA,10,Sucursal,2025-01-29,155,Semanal
1,Almacen,SUMINISTRA,6,Sucursal,2025-01-20,289,Trimestral
8,Almacen,SUMINISTRA,8,Sucursal,2025-02-21,279,Semanal
9,Almacen,SUMINISTRA,11,Sucursal,2025-01-08,36,Semanal
3,Almacen,SUMINISTRA,10,Sucursal,2025-01-18,277,Mensual
5,Almacen,SUMINISTRA,3,Sucursal,2025-01-08,207,Semanal
7,Almacen,SUMINISTRA,3,Sucursal,2025-02-03,98,Trimestral
2,Almacen,SUMINISTRA,9,Sucursal,2025-02-04,197,Trimestral
5,Almacen,SUMINISTRA,0,Sucursal,2025-02-18,25,Diario
5,Almacen,SUMINISTRA,12,Sucursal,2025-01-16,69,Mensual
6,Almacen,SUMINISTRA,10,Sucursal,2025-01-06,121,Mensual
2,Almacen,SUMINISTRA,11,Sucursal,2025-01-03,179,Diario
0,Almacen,SUMINISTRA,13,Sucursal,2025-01-10,44,Semanal
4,Almacen,SUMINISTRA,3,Sucursal,2025-02-21,25,Mensual
3,Almacen,SUMINISTRA,14,Sucursal,2025-01-19,76,Mensual
8,Almacen,SUMINISTRA,2,Sucursal,2025-01-17,23,Mensual
6,Almacen,SUMINISTRA,3,Sucursal,2025-01-08,55,Trimestral
4,Almacen,SUMINISTRA,5,Sucursal,2025-01-18,30,Trimestral
9,Almacen,SUMINISTRA,6,Sucursal,2025-01-25,263,Mensual
4,Almacen,SUMINISTRA,9,Sucursal,2025-02-03,96,Semanal
1,Almacen,SUMINISTRA,12,Sucursal,2025-01-07,222,Diario
7,Almacen,SUMINISTRA,2,Sucursal,2025-02-03,102,Trimestral
8,Almacen,SUMINISTRA,7,Sucursal,2025-01-20,243,Semanal
2,Almacen,SUMINISTRA,4,Sucursal,2025-02-23,148,Trimestral
6,Almacen,SUMINISTRA,5,Sucursal,2025-02-16,242,Mensual
9,Almacen,SUMINISTRA,14,Sucursal,2025-02-18,246,Mensual
4,Almacen,SUMINISTRA,3,Sucursal,2025-01-23,274,Semanal
6,Almacen,SUMINISTRA,7,Sucursal,2025-01-19,59,Mensual
1,Almacen,SUMINISTRA,10,Sucursal,2025-02-20,229,Trimestral
3,Almacen,SUMINISTRA,8,Sucursal,2025-02-18,246,Trimestral
5,Almacen,SUMINISTRA,7,Sucursal,2025-02-21,95,Mensual
7,Almacen,SUMINISTRA,13,Sucursal,2025-02-02,170,Mensual
0,Almacen,SUMINISTRA,5,Sucursal,2025-01-02,281,Mensual
2,Almacen,SUMINISTRA,11,Sucursal,2025-01-28,189,Mensual
1,Almacen,SUMINISTRA,8,Sucursal,2025-02-11,24,Semanal
6,Almacen,SUMINISTRA,5,Sucursal,2025-01-14,101,Diario
3,Almacen,SUMINISTRA,13,Sucursal,2025-01-10,47,Trimestral
0,Almacen,SUMINISTRA,3,Sucursal,2025-01-17,137,Diario
2,Almacen,SUMINISTRA,8,Sucursal,2025-01-25,74,Diario
7,Almacen,SUMINISTRA,12,Sucursal,2025-02-10,52,Semanal
0,Almacen,SUMINISTRA,2,Sucursal,2025-01-25,171,Trimestral
4,Almacen,SUMINISTRA,0,Sucursal,2025-01-08,183,Trimestral
8,Almacen,SUMINISTRA,4,Sucursal,2025-01-21,299,Mensual
9,Almacen,SUMINISTRA,6,Sucursal,2025-02-15,70,Semanal
6,Almacen,SUMINISTRA,14,Sucursal,2025-01-16,148,Mensual
0,Almacen,SUMINISTRA,1,Sucursal,2025-01-07,259,Mensual
4,Almacen,SUMINISTRA,2,Sucursal,2025-02-21,142,Mensual
7,Almacen,SUMINISTRA,9,Sucursal,2025-02-18,286,Diario
6,Almacen,SUMINISTRA,11,Sucursal,2025-02-19,200,Semanal
4,Almacen,SUMINISTRA,7,Sucursal,2025-01-16,93,Semanal
6,Almacen,SUMINISTRA,0,Sucursal,2025-01-14,69,Diario
7,Almacen,SUMINISTRA,5,Sucursal,2025-01-08,260,Mensual
5,Almacen,SUMINISTRA,14,Sucursal,2025-01-01,239,Diario
6,Almacen,SUMINISTRA,2,Sucursal,2025-01-03,174,Mensual
7,Almacen,SUMINISTRA,0,Sucursal,2025-02-19,282,Diario
7,Almacen,SUMINISTRA,0,Sucursal,2025-02-10,86,Mensual
4,Almacen,SUMINISTRA,1,Sucursal,2025-01-09,69,Semanal
0,Almacen,SUMINISTRA,7,Sucursal,2025-01-17,226,Diario
7,Almacen,SUMINISTRA,4,Sucursal,2025-01-11,291,Mensual
5,Almacen,SUMINISTRA,9,Sucursal,2025-02-08,97,Trimestral
9,Almacen,SUMINISTRA,2,Sucursal,2025-01-28,22,Mensual
0,Almacen,SUMINISTRA,8,Sucursal,2025-02-26,44,Semanal
6,Almacen,SUMINISTRA,9,Sucursal,2025-02-16,159,Trimestral
7,Almacen,SUMINISTRA,4,Sucursal,2025-01-03,97,Semanal
1,Almacen,SUMINISTRA,8,Sucursal,2025-02-17,149,Diario
6,Almacen,SUMINISTRA,2,Sucursal,2025-02-06,44,Mensual
2,Almacen,SUMINISTRA,5,Sucursal,2025-02-08,214,Trimestral
3,Almacen,SUMINISTRA,10,Sucursal,2025-01-06,48,Mensual
9,Almacen,SUMINISTRA,6,Sucursal,2025-02-02,59,Trimestral
7,Almacen,SUMINISTRA,14,Sucursal,2025-01-14,168,Trimestral
9,Almacen,SUMINISTRA,11,Sucursal,2025-01-07,278,Trimestral
1,Almacen,SUMINISTRA,4,Sucursal,2025-02-25,49,Semanal
7,Almacen,SUMINISTRA,8,Sucursal,2025-01-23,159,Diario
9,Almacen,SUMINISTRA,8,Sucursal,2025-01-27,161,Trimestral
3,Almacen,SUMINISTRA,5,Sucursal,2025-01-06,67,Mensual
6,Almacen,SUMINISTRA,12,Sucursal,2025-02-19,168,Trimestral
6,Almacen,SUMINISTRA,12,Sucursal,2025-02-06,148,Diario
5,Almacen,SUMINISTRA,12,Sucursal,2025-02-07,81,Semanal
3,Almacen,SUMINISTRA,11,Sucursal,2025-02-19,193,Trimestral
2,Almacen,SUMINISTRA,2,Sucursal,2025-01-20,179,Trimestral
4,Almacen,SUMINISTRA,0,Sucursal,2025-02-14,169,Diario
9,Almacen,SUMINISTRA,3,Sucursal,2025-01-01,28,Trimestral
6,Almacen,SUMINISTRA,2,Sucursal,2025-02-23,135,Mensual
0,Almacen,SUMINISTRA,10,Sucursal,2025-01-03,290,Diario
3,Almacen,SUMINISTRA,3,Sucursal,2025-02-22,200,Semanal
4,Almacen,SUMINISTRA,14,Sucursal,2025-01-07,75,Trimestral
0,Almacen,SUMINISTRA,0,Sucursal,2025-02-11,38,Semanal
5,Almacen,SUMINISTRA,13,Sucursal,2025-01-10,88,Mensual
7,Almacen,SUMINISTRA,7,Sucursal,2025-02-23,156,Diario
0,Almacen,SUMINISTRA,14,Sucursal,2025-01-25,73,Semanal
7,Almacen,SUMINISTRA,12,Sucursal,2025-02-17,86,Mensual
8,Almacen,SUMINISTRA,1,Sucursal,2025-01-08,249,Diario
9,Almacen,SUMINISTRA,6,Sucursal,2025-02-10,210,Semanal
3,Almacen,SUMINISTRA,8,Sucursal,2025-01-15,149,Trimestral
0,Almacen,SUMINISTRA,7,Sucursal,2025-02-20,284,Semanal
7,Almacen,SUMINISTRA,3,Sucursal,2025-01-19,184,Trimestral
0,Almacen,SUMINISTRA,2,Sucursal,2025-02-13,209,Trimestral
1,Almacen,SUMINISTRA,5,Sucursal,2025-02-04,162,Mensual
0,Almacen,SUMINISTRA,7,Sucursal,2025-02-20,47,Mensual
0,Almacen,SUMINISTRA,13,Sucursal,2025-02-17,292,Mensual
6,Almacen,SUMINISTRA,9,Sucursal,2025-01-11,61,Semanal
1,Almacen,SUMINISTRA,14,Sucursal,2025-01-29,37,Trimestral
3,Almacen,SUMINISTRA,2,Sucursal,2025-01-24,59,Trimestral
6,Almacen,SUMINISTRA,6,Sucursal,2025-02-19,42,Semanal
8,Almacen,SUMINISTRA,13,Sucursal,2025-02-09,206,Trimestral
6,Almacen,SUMINISTRA,11,Sucursal,2025-02-19,77,Diario
1,Almacen,SUMINISTRA,5,Sucursal,2025-02-13,63,Trimestral
2,Almacen,SUMINISTRA,3,Sucursal,2025-02-23,24,Mensual
2,Almacen,SUMINISTRA,6,Sucursal,2025-02-07,26,Mensual
6,Almacen,SUMINISTRA,10,Sucursal,2025-01-25,128,Mensual
7,Almacen,SUMINISTRA,10,Sucursal,2025-01-23,207,Diario
2,Almacen,SUMINISTRA,10,Sucursal,2025-01-04,60,Trimestral
7,Almacen,SUMINISTRA,1,Sucursal,2025-01-19,22,Mensual
5,Almacen,SUMINISTRA,1,Sucursal,2025-01-04,259,Trimestral
9,Almacen,SUMINISTRA,14,Sucursal,2025-01-04,107,Mensual
5,Almacen,SUMINISTRA,8,Sucursal,2025-01-15,73,Semanal
4,Almacen,SUMINISTRA,1,Sucursal,2025-02-11,110,Diario
8,Almacen,SUMINISTRA,6,Sucursal,2025-01-18,159,Trimestral
7,Almacen,SUMINISTRA,9,Sucursal,2025-02-17,242,Diario
9,Almacen,SUMINISTRA,7,Sucursal,2025-01-14,134,Semanal
7,Almacen,SUMINISTRA,6,Sucursal,2025-01-18,191,Semanal
2,Almacen,SUMINISTRA,13,Sucursal,2025-01-01,35,Trimestral
1,Almacen,SUMINISTRA,4,Sucursal,2025-01-13,191,Mensual
7,Almacen,SUMINISTRA,0,Sucursal,2025-02-18,248,Trimestral
6,Almacen,SUMINISTRA,12,Sucursal,2025-01-28,192,Mensual
1,Almacen,SUMINISTRA,2,Sucursal,2025-02-22,212,Diario
9,Almacen,SUMINISTRA,13,Sucursal,2025-01-15,263,Semanal
9,Almacen,SUMINISTRA,9,Sucursal,2025-01-30,95,Diario
