start_id,start_label,type,end_id,end_label,cantidad,pasillo,estanteria
0,Almacen,ALMACENA,483,Producto,137,P-1,E-14
0,Almacen,ALMACENA,1142,Producto,190,P-7,E-16
5,Almacen,ALMACENA,2379,Producto,192,P-6,E-6
3,Almacen,ALMACENA,2130,Producto,38,P-10,E-11
5,Almacen,ALMACENA,1331,Producto,175,P-6,E-17
1,Almacen,ALMACENA,58,Producto,96,P-4,E-5
9,Almacen,ALMACENA,1982,Producto,68,P-8,E-15
4,Almacen,ALMACENA,1177,Producto,17,P-3,E-19
7,Almacen,ALMACENA,110,Producto,94,P-7,E-6
6,Almacen,ALMACENA,2941,Producto,76,P-4,E-14
1,Almacen,ALMACENA,1258,Producto,110,P-2,E-10
3,Almacen,ALMACENA,2625,Producto,37,P-7,E-6
6,Almacen,ALMACENA,2080,Producto,43,P-7,E-15
7,Almacen,ALMACENA,2111,Producto,175,P-10,E-3
9,Almacen,ALMACENA,1393,Producto,106,P-7,E-1
5,Almacen,ALMACENA,1908,Producto,168,P-7,E-8
4,Almacen,ALMACENA,84,Producto,63,P-5,E-14
1,Almacen,ALMACENA,1280,Producto,113,P-2,E-14
1,Almacen,ALMACENA,1415,Producto,147,P-3,E-19
3,Almacen,ALMACENA,55,Producto,182,P-3,E-12
0,Almacen,ALMACENA,2549,Producto,80,P-1,E-16
3,Almacen,ALMACENA,902,Producto,46,P-7,E-2
9,Almacen,ALMACENA,2164,Producto,178,P-9,E-13
0,Almacen,ALMACENA,643,Producto,107,P-4,E-10
7,Almacen,ALMACENA,192,Producto,190,P-4,E-9
4,Almacen,ALMACENA,608,Producto,195,P-9,E-4
5,Almacen,ALMACENA,377,Producto,196,P-6,E-11
8,Almacen,ALMACENA,170,Producto,127,P-1,E-18
5,Almacen,ALMACENA,2950,Producto,194,P-10,E-6
5,Almacen,ALMACENA,765,Producto,26,P-6,E-5
5,Almacen,ALMACENA,1807,Producto,29,P-1,E-3
6,Almacen,ALMACENA,74,Producto,4,P-10,E-10
1,Almacen,ALMACENA,2803,Producto,33,P-2,E-4
2,Almacen,ALMACENA,2589,Producto,67,P-2,E-19
4,Almacen,ALMACENA,995,Producto,1,P-8,E-1
1,Almacen,ALMACENA,289,Producto,70,P-10,E-9
7,Almacen,ALMACENA,2634,Producto,2,P-6,E-19
1,Almacen,ALMACENA,2749,Producto,181,P-8,E-1
5,Almacen,ALMACENA,2519,Producto,24,P-9,E-1
7,Almacen,ALMACENA,1903,Producto,48,P-5,E-4
1,Almacen,ALMACENA,2574,Producto,188,P-1,E-16
8,Almacen,ALMACENA,148,Producto,98,P-2,E-16
3,Almacen,ALMACENA,2500,Producto,139,P-8,E-19
5,Almacen,ALMACENA,91,Producto,75,P-5,E-6
2,Almacen,ALMACENA,2204,Producto,107,P-10,E-10
0,Almacen,ALMACENA,1050,Producto,71,P-2,E-6
5,Almacen,ALMACENA,2510,Producto,134,P-6,E-1
2,Almacen,ALMACENA,890,Producto,116,P-10,E-13
3,Almacen,ALMACENA,796,Producto,90,P-3,E-1
8,Almacen,ALMACENA,758,Producto,37,P-7,E-18
8,Almacen,ALMACENA,1585,Producto,109,P-10,E-3
7,Almacen,ALMACENA,870,Producto,154,P-5,E-20
0,Almacen,ALMACENA,2788,Producto,111,P-2,E-17
5,Almacen,ALMACENA,1318,Producto,8,P-6,E-6
1,Almacen,ALMACENA,105,Producto,187,P-7,E-15
1,Almacen,ALMACENA,2443,Producto,188,P-9,E-18
4,Almacen,ALMACENA,2062,Producto,105,P-10,E-19
1,Almacen,ALMACENA,2048,Producto,69,P-6,E-5
7,Almacen,ALMACENA,77,Producto,160,P-3,E-5
3,Almacen,ALMACENA,1361,Producto,73,P-10,E-7
9,Almacen,ALMACENA,851,Producto,127,P-6,E-10
9,Almacen,ALMACENA,2296,Producto,38,P-8,E-10
7,Almacen,ALMACENA,2258,Producto,57,P-3,E-2
6,Almacen,ALMACENA,2070,Producto,174,P-4,E-14
5,Almacen,ALMACENA,209,Producto,117,P-9,E-14
2,Almacen,ALMACENA,544,Producto,131,P-7,E-16
0,Almacen,ALMACENA,2866,Producto,175,P-1,E-2
5,Almacen,ALMACENA,2009,Producto,113,P-7,E-7
9,Almacen,ALMACENA,794,Producto,119,P-9,E-18
4,Almacen,ALMACENA,2937,Producto,74,P-1,E-7
2,Almacen,ALMACENA,621,Producto,49,P-1,E-13
9,Almacen,ALMACENA,2654,Producto,3,P-2,E-1
7,Almacen,ALMACENA,2798,Producto,186,P-4,E-5
0,Almacen,ALMACENA,1973,Producto,43,P-7,E-8
9,Almacen,ALMACENA,1017,Producto,23,P-1,E-20
2,Almacen,ALMACENA,2980,Producto,64,P-7,E-7
8,Almacen,ALMACENA,339,Producto,72,P-2,E-11
4,Almacen,ALMACENA,2377,Producto,25,P-5,E-1
0,Almacen,ALMACENA,1537,Producto,200,P-6,E-2
9,Almacen,ALMACENA,1518,Producto,172,P-2,E-11
5,Almacen,ALMACENA,533,Producto,178,P-2,E-6
4,Almacen,ALMACENA,1798,Producto,111,P-8,E-20
8,Almacen,ALMACENA,2110,Producto,92,P-9,E-2
7,Almacen,ALMACENA,2198,Producto,89,P-6,E-7
0,Almacen,ALMACENA,54,Producto,195,P-8,E-8
6,Almacen,ALMACENA,1587,Producto,125,P-4,E-19
2,Almacen,ALMACENA,971,Producto,144,P-4,E-14
6,Almacen,ALMACENA,729,Producto,4,P-9,E-3
9,Almacen,ALMACENA,1552,Producto,154,P-8,E-20
4,Almacen,ALMACENA,1467,Producto,7,P-7,E-9
0,Almacen,ALMACENA,2316,Producto,54,P-5,E-15
3,Almacen,ALMACENA,1733,Producto,109,P-9,E-8
1,Almacen,ALMACENA,2196,Producto,122,P-3,E-12
8,Almacen,ALMACENA,1832,Producto,60,P-8,E-10
8,Almacen,ALMACENA,1701,Producto,144,P-8,E-5
2,Almacen,ALMACENA,1203,Producto,30,P-4,E-11
5,Almacen,ALMACENA,248,Producto,156,P-8,E-18
7,Almacen,ALMACENA,2763,Producto,158,P-8,E-2
5,Almacen,ALMACENA,1584,Producto,13,P-10,E-12
6,Almacen,ALMACENA,2878,Producto,130,P-10,E-19
9,Almacen,ALMACENA,2584,Producto,4,P-4,E-8
2,Almacen,ALMACENA,129,Producto,27,P-10,E-13
0,Almacen,ALMACENA,2884,Producto,157,P-7,E-2
2,Almacen,ALMACENA,2745,Producto,50,P-4,E-14
0,Almacen,ALMACENA,2414,Producto,127,P-4,E-19
4,Almacen,ALMACENA,1580,Producto,39,P-2,E-7
0,Almacen,ALMACENA,2777,Producto,170,P-5,E-16
0,Almacen,ALMACENA,739,Producto,90,P-10,E-20
6,Almacen,ALMACENA,1688,Producto,142,P-9,E-18
8,Almacen,ALMACENA,2232,Producto,37,P-1,E-17
6,Almacen,ALMACENA,1021,Producto,48,P-1,E-13
8,Almacen,ALMACENA,1577,Producto,114,P-5,E-20
7,Almacen,ALMACENA,2064,Producto,180,P-2,E-13
2,Almacen,ALMACENA,345,Producto,171,P-6,E-9
6,Almacen,ALMACENA,2872,Producto,163,P-4,E-4
9,Almacen,ALMACENA,1603,Producto,74,P-10,E-15
5,Almacen,ALMACENA,370,Producto,135,P-6,E-15
7,Almacen,ALMACENA,543,Producto,177,P-1,E-6
1,Almacen,ALMACENA,2823,Producto,81,P-5,E-12
4,Almacen,ALMACENA,725,Producto,64,P-8,E-14
2,Almacen,ALMACENA,728,Producto,109,P-5,E-17
5,Almacen,ALMACENA,1972,Producto,3,P-2,E-12
6,Almacen,ALMACENA,1759,Producto,81,P-7,E-2
2,Almacen,ALMACENA,697,Producto,129,P-2,E-3
0,Almacen,ALMACENA,771,Producto,93,P-6,E-17
2,Almacen,ALMACENA,2127,Producto,170,P-8,E-11
3,Almacen,ALMACENA,2691,Producto,153,P-4,E-13
3,Almacen,ALMACENA,2058,Producto,155,P-9,E-15
4,Almacen,ALMACENA,556,Producto,136,P-6,E-2
5,Almacen,ALMACENA,471,Producto,200,P-4,E-2
6,Almacen,ALMACENA,236,Producto,181,P-6,E-1
2,Almacen,ALMACENA,1613,Producto,143,P-6,E-11
4,Almacen,ALMACENA,1012,Producto,111,P-2,E-17
9,Almacen,ALMACENA,2822,Producto,4,P-1,E-6
5,Almacen,ALMACENA,1183,Producto,15,P-10,E-7
4,Almacen,ALMACENA,1825,Producto,78,P-1,E-15
2,Almacen,ALMACENA,405,Producto,179,P-10,E-19
9,Almacen,ALMACENA,2569,Producto,128,P-9,E-20
7,Almacen,ALMACENA,168,Producto,84,P-6,E-18
8,Almacen,ALMACENA,674,Producto,180,P-9,E-9
6,Almacen,ALMACENA,2232,Producto,12,P-4,E-16
3,Almacen,ALMACENA,1137,Producto,28,P-2,E-1
8,Almacen,ALMACENA,135,Producto,186,P-4,E-11
0,Almacen,ALMACENA,1918,Producto,128,P-8,E-3
6,Almacen,ALMACENA,337,Producto,123,P-8,E-9
2,Almacen,ALMACENA,2702,Producto,135,P-10,E-15
9,Almacen,ALMACENA,730,Producto,126,P-2,E-11
1,Almacen,ALMACENA,1038,Producto,61,P-9,E-19
9,Almacen,ALMACENA,1154,Producto,74,P-5,E-12
5,Almacen,ALMACENA,1968,Producto,188,P-1,E-8
4,Almacen,ALMACENA,1300,Producto,88,P-10,E-15
4,Almacen,ALMACENA,138,Producto,128,P-5,E-14
6,Almacen,ALMACENA,2767,Producto,4,P-6,E-7
9,Almacen,ALMACENA,2602,Producto,36,P-1,E-19
6,Almacen,ALMACENA,502,Producto,161,P-2,E-15
0,Almacen,ALMACENA,2438,Producto,78,P-5,E-19
4,Almacen,ALMACENA,1420,Producto,164,P-4,E-6
5,Almacen,ALMACENA,2181,Producto,39,P-2,E-15
7,Almacen,ALMACENA,2369,Producto,72,P-8,E-17
0,Almacen,ALMACENA,1412,Producto,164,P-5,E-11
6,Almacen,ALMACENA,2766,Producto,28,P-6,E-9
8,Almacen,ALMACENA,2234,Producto,91,P-9,E-6
4,Almacen,ALMACENA,789,Producto,166,P-1,E-7
5,Almacen,ALMACENA,1700,Producto,187,P-8,E-9
2,Almacen,ALMACENA,2851,Producto,128,P-4,E-11
0,Almacen,ALMACENA,2410,Producto,103,P-7,E-13
0,Almacen,ALMACENA,1069,Producto,195,P-8,E-8
3,Almacen,ALMACENA,1646,Producto,175,P-7,E-10
9,Almacen,ALMACENA,1629,Producto,12,P-2,E-12
4,Almacen,ALMACENA,1322,Producto,159,P-9,E-15
5,Almacen,ALMACENA,1607,Producto,156,P-1,E-8
6,Almacen,ALMACENA,2120,Producto,160,P-7,E-14
3,Almacen,ALMACENA,683,Producto,128,P-2,E-7
6,Almacen,ALMACENA,520,Producto,136,P-8,E-4
6,Almacen,ALMACENA,82,Producto,49,P-10,E-4
6,Almacen,ALMACENA,922,Producto,44,P-2,E-5
2,Almacen,ALMACENA,1340,Producto,92,P-2,E-6
6,Almacen,ALMACENA,1293,Producto,47,P-9,E-2
3,Almacen,ALMACENA,1281,Producto,52,P-2,E-11
3,Almacen,ALMACENA,2493,Producto,87,P-8,E-3
9,Almacen,ALMACENA,1123,Producto,197,P-4,E-4
5,Almacen,ALMACENA,2548,Producto,97,P-10,E-2
7,Almacen,ALMACENA,2517,Producto,148,P-1,E-19
0,Almacen,ALMACENA,347,Producto,172,P-3,E-8
7,Almacen,ALMACENA,1932,Producto,28,P-3,E-4
8,Almacen,ALMACENA,750,Producto,19,P-1,E-10
8,Almacen,ALMACENA,890,Producto,22,P-4,E-16
0,Almacen,ALMACENA,825,Producto,178,P-7,E-13
3,Almacen,ALMACENA,2285,Producto,65,P-5,E-15
2,Almacen,ALMACENA,2823,Producto,44,P-3,E-11
3,Almacen,ALMACENA,4,Producto,10,P-8,E-20
2,Almacen,ALMACENA,1618,Producto,104,P-9,E-4
4,Almacen,ALMACENA,1989,Producto,73,P-8,E-11
0,Almacen,ALMACENA,964,Producto,16,P-10,E-16
7,Almacen,ALMACENA,2234,Producto,121,P-10,E-2
1,Almacen,ALMACENA,483,Producto,39,P-8,E-10
9,Almacen,ALMACENA,894,Producto,35,P-8,E-19
2,Almacen,ALMACENA,1743,Producto,50,P-8,E-1
4,Almacen,ALMACENA,2697,Producto,129,P-4,E-11
5,Almacen,ALMACENA,822,Producto,153,P-9,E-11
9,Almacen,ALMACENA,1237,Producto,48,P-1,E-8
2,Almacen,ALMACENA,1805,Producto,4,P-2,E-12
1,Almacen,ALMACENA,2348,Producto,42,P-9,E-16
9,Almacen,ALMACENA,1716,Producto,150,P-1,E-7
0,Almacen,ALMACENA,792,Producto,29,P-6,E-1
5,Almacen,ALMACENA,1712,Producto,135,P-6,E-6
0,Almacen,ALMACENA,2623,Producto,148,P-8,E-9
1,Almacen,ALMACENA,1479,Producto,108,P-7,E-16
4,Almacen,ALMACENA,1218,Producto,200,P-5,E-4
0,Almacen,ALMACENA,1892,Producto,109,P-10,E-10
1,Almacen,ALMACENA,670,Producto,147,P-5,E-6
9,Almacen,ALMACENA,380,Producto,196,P-4,E-5
9,Almacen,ALMACENA,2936,Producto,174,P-10,E-19
8,Almacen,ALMACENA,1417,Producto,33,P-1,E-18
6,Almacen,ALMACENA,38,Producto,149,P-10,E-6
1,Almacen,ALMACENA,1959,Producto,84,P-5,E-5
5,Almacen,ALMACENA,1673,Producto,93,P-10,E-1
8,Almacen,ALMACENA,854,Producto,152,P-3,E-19
7,Almacen,ALMACENA,499,Producto,54,P-5,E-14
7,Almacen,ALMACENA,2333,Producto,189,P-8,E-13
8,Almacen,ALMACENA,1807,Producto,78,P-5,E-16
4,Almacen,ALMACENA,2666,Producto,25,P-5,E-7
5,Almacen,ALMACENA,480,Producto,91,P-9,E-20
5,Almacen,ALMACENA,2920,Producto,78,P-4,E-2
8,Almacen,ALMACENA,865,Producto,126,P-4,E-16
6,Almacen,ALMACENA,397,Producto,34,P-5,E-12
6,Almacen,ALMACENA,1006,Producto,27,P-1,E-10
3,Almacen,ALMACENA,1141,Producto,85,P-2,E-9
5,Almacen,ALMACENA,834,Producto,119,P-5,E-11
4,Almacen,ALMACENA,2920,Producto,125,P-5,E-8
0,Almacen,ALMACENA,1930,Producto,92,P-10,E-17
1,Almacen,ALMACENA,2536,Producto,87,P-2,E-11
8,Almacen,ALMACENA,2747,Producto,32,P-7,E-9
9,Almacen,ALMACENA,2190,Producto,175,P-1,E-10
5,Almacen,ALMACENA,2529,Producto,89,P-8,E-7
4,Almacen,ALMACENA,1359,Producto,199,P-9,E-5
3,Almacen,ALMACENA,1831,Producto,134,P-6,E-16
9,Almacen,ALMACENA,2164,Producto,200,P-1,E-4
5,Almacen,ALMACENA,1884,Producto,4,P-3,E-17
5,Almacen,ALMACENA,1597,Producto,92,P-4,E-2
0,Almacen,ALMACENA,2270,Producto,108,P-8,E-11
8,Almacen,ALMACENA,126,Producto,77,P-5,E-15
7,Almacen,ALMACENA,2896,Producto,109,P-2,E-1
1,Almacen,ALMACENA,891,Producto,157,P-4,E-17
4,Almacen,ALMACENA,730,Producto,50,P-2,E-16
5,Almacen,ALMACENA,717,Producto,176,P-2,E-13
6,Almacen,ALMACENA,931,Producto,71,P-6,E-2
3,Almacen,ALMACENA,2725,Producto,129,P-2,E-8
7,Almacen,ALMACENA,2281,Producto,153,P-1,E-11
1,Almacen,ALMACENA,2661,Producto,103,P-2,E-4
7,Almacen,ALMACENA,1985,Producto,53,P-8,E-8
5,Almacen,ALMACENA,2894,Producto,77,P-2,E-7
3,Almacen,ALMACENA,837,Producto,193,P-1,E-14
9,Almacen,ALMACENA,2008,Producto,152,P-1,E-2
9,Almacen,ALMACENA,91,Producto,26,P-8,E-12
0,Almacen,ALMACENA,2305,Producto,92,P-5,E-10
6,Almacen,ALMACENA,491,Producto,67,P-10,E-15
0,Almacen,ALMACENA,2271,Producto,111,P-8,E-14
7,Almacen,ALMACENA,1309,Producto,134,P-10,E-2
6,Almacen,ALMACENA,674,Producto,41,P-10,E-15
1,Almacen,ALMACENA,2978,Producto,181,P-8,E-4
5,Almacen,ALMACENA,2617,Producto,193,P-4,E-1
6,Almacen,ALMACENA,2611,Producto,142,P-7,E-13
8,Almacen,ALMACENA,249,Producto,74,P-3,E-14
1,Almacen,ALMACENA,2330,Producto,3,P-8,E-4
5,Almacen,ALMACENA,1595,Producto,103,P-3,E-11
6,Almacen,ALMACENA,2568,Producto,142,P-4,E-12
4,Almacen,ALMACENA,2211,Producto,120,P-3,E-7
8,Almacen,ALMACENA,92,Producto,72,P-9,E-14
0,Almacen,ALMACENA,425,Producto,150,P-10,E-12
5,Almacen,ALMACENA,2340,Producto,2,P-3,E-13
9,Almacen,ALMACENA,1014,Producto,69,P-6,E-2
7,Almacen,ALMACENA,474,Producto,97,P-8,E-3
3,Almacen,ALMACENA,1360,Producto,13,P-1,E-11
4,Almacen,ALMACENA,2962,Producto,156,P-10,E-16
7,Almacen,ALMACENA,737,Producto,134,P-10,E-20
6,Almacen,ALMACENA,812,Producto,92,P-3,E-17
8,Almacen,ALMACENA,1629,Producto,95,P-6,E-6
8,Almacen,ALMACENA,89,Producto,114,P-2,E-7
1,Almacen,ALMACENA,536,Producto,27,P-7,E-1
7,Almacen,ALMACENA,508,Producto,15,P-2,E-20
5,Almacen,ALMACENA,1433,Producto,197,P-8,E-16
2,Almacen,ALMACENA,127,Producto,70,P-9,E-18
0,Almacen,ALMACENA,1889,Producto,79,P-2,E-6
3,Almacen,ALMACENA,435,Producto,75,P-7,E-8
8,Almacen,ALMACENA,1947,Producto,172,P-8,E-10
4,Almacen,ALMACENA,536,Producto,12,P-3,E-6
1,Almacen,ALMACENA,866,Producto,77,P-5,E-13
2,Almacen,ALMACENA,1152,Producto,146,P-10,E-14
5,Almacen,ALMACENA,133,Producto,76,P-4,E-19
9,Almacen,ALMACENA,1180,Producto,17,P-6,E-19
2,Almacen,ALMACENA,740,Producto,18,P-10,E-9
1,Almacen,ALMACENA,2,Producto,196,P-1,E-3
6,Almacen,ALMACENA,2373,Producto,85,P-10,E-17
9,Almacen,ALMACENA,500,Producto,164,P-6,E-7
2,Almacen,ALMACENA,1962,Producto,100,P-7,E-13
2,Almacen,ALMACENA,2407,Producto,138,P-2,E-16
4,Almacen,ALMACENA,927,Producto,13,P-2,E-8
7,Almacen,ALMACENA,1851,Producto,70,P-10,E-10
3,Almacen,ALMACENA,1642,Producto,126,P-5,E-16
2,Almacen,ALMACENA,199,Producto,166,P-5,E-4
7,Almacen,ALMACENA,1226,Producto,175,P-8,E-6
2,Almacen,ALMACENA,1928,Producto,8,P-9,E-12
3,Almacen,ALMACENA,548,Producto,178,P-1,E-18
8,Almacen,ALMACENA,1401,Producto,132,P-7,E-3
7,Almacen,ALMACENA,2621,Producto,111,P-6,E-19
0,Almacen,ALMACENA,1003,Producto,140,P-4,E-16
9,Almacen,ALMACENA,454,Producto,157,P-4,E-11
9,Almacen,ALMACENA,1702,Producto,138,P-8,E-8
5,Almacen,ALMACENA,170,Producto,105,P-4,E-11
6,Almacen,ALMACENA,1729,Producto,38,P-2,E-6
5,Almacen,ALMACENA,722,Producto,11,P-7,E-3
2,Almacen,ALMACENA,2013,Producto,66,P-9,E-8
4,Almacen,ALMACENA,597,Producto,58,P-4,E-10
6,Almacen,ALMACENA,1555,Producto,49,P-7,E-9
4,Almacen,ALMACENA,1322,Producto,11,P-2,E-4
1,Almacen,ALMACENA,1817,Producto,62,P-9,E-4
0,Almacen,ALMACENA,2426,Producto,118,P-1,E-3
1,Almacen,ALMACENA,2669,Producto,36,P-3,E-5
9,Almacen,ALMACENA,2162,Producto,78,P-5,E-20
1,Almacen,ALMACENA,1300,Producto,67,P-7,E-14
0,Almacen,ALMACENA,2472,Producto,86,P-4,E-14
3,Almacen,ALMACENA,1382,Producto,104,P-5,E-4
3,Almacen,ALMACENA,2649,Producto,4,P-5,E-12
6,Almacen,ALMACENA,2119,Producto,82,P-1,E-1
5,Almacen,ALMACENA,1245,Producto,104,P-6,E-5
9,Almacen,ALMACENA,897,Producto,178,P-5,E-14
4,Almacen,ALMACENA,120,Producto,97,P-1,E-10
5,Almacen,ALMACENA,2076,Producto,61,P-4,E-7
4,Almacen,ALMACENA,999,Producto,154,P-2,E-16
9,Almacen,ALMACENA,2386,Producto,164,P-2,E-19
6,Almacen,ALMACENA,1953,Producto,100,P-3,E-4
9,Almacen,ALMACENA,985,Producto,136,P-5,E-9
7,Almacen,ALMACENA,1765,Producto,174,P-8,E-17
0,Almacen,ALMACENA,1331,Producto,44,P-7,E-15
4,Almacen,ALMACENA,2010,Producto,88,P-10,E-2
2,Almacen,ALMACENA,571,Producto,81,P-2,E-14
1,Almacen,ALMACENA,71,Producto,137,P-7,E-7
2,Almacen,ALMACENA,795,Producto,173,P-8,E-13
3,Almacen,ALMACENA,2818,Producto,166,P-1,E-7
4,Almacen,ALMACENA,708,Producto,67,P-7,E-9
3,Almacen,ALMACENA,683,Producto,101,P-10,E-17
9,Almacen,ALMACENA,727,Producto,133,P-1,E-18
3,Almacen,ALMACENA,1350,Producto,184,P-1,E-6
6,Almacen,ALMACENA,1318,Producto,147,P-7,E-9
5,Almacen,ALMACENA,352,Producto,182,P-9,E-16
6,Almacen,ALMACENA,2477,Producto,90,P-6,E-8
7,Almacen,ALMACENA,1500,Producto,164,P-7,E-3
4,Almacen,ALMACENA,401,Producto,138,P-7,E-1
7,Almacen,ALMACENA,2332,Producto,162,P-8,E-18
2,Almacen,ALMACENA,1155,Producto,137,P-2,E-2
8,Almacen,ALMACENA,2098,Producto,8,P-5,E-6
8,Almacen,ALMACENA,2159,Producto,116,P-9,E-5
3,Almacen,ALMACENA,758,Producto,29,P-8,E-17
7,Almacen,ALMACENA,2528,Producto,155,P-5,E-10
7,Almacen,ALMACENA,588,Producto,67,P-5,E-8
8,Almacen,ALMACENA,2739,Producto,76,P-9,E-15
7,Almacen,ALMACENA,882,Producto,156,P-8,E-16
6,Almacen,ALMACENA,2682,Producto,109,P-2,E-5
9,Almacen,ALMACENA,161,Producto,81,P-6,E-20
1,Almacen,ALMACENA,1013,Producto,10,P-1,E-11
5,Almacen,ALMACENA,1411,Producto,122,P-1,E-4
1,Almacen,ALMACENA,1695,Producto,147,P-8,E-5
6,Almacen,ALMACENA,1858,Producto,2,P-10,E-3
4,Almacen,ALMACENA,1557,Producto,165,P-5,E-2
3,Almacen,ALMACENA,2781,Producto,74,P-3,E-12
8,Almacen,ALMACENA,133,Producto,59,P-2,E-17
2,Almacen,ALMACENA,2710,Producto,177,P-9,E-1
5,Almacen,ALMACENA,1987,Producto,7,P-9,E-14
3,Almacen,ALMACENA,1419,Producto,54,P-10,E-8
9,Almacen,ALMACENA,2170,Producto,64,P-2,E-9
0,Almacen,ALMACENA,395,Producto,157,P-3,E-13
4,Almacen,ALMACENA,152,Producto,161,P-7,E-13
3,Almacen,ALMACENA,2273,Producto,182,P-6,E-16
0,Almacen,ALMACENA,2315,Producto,155,P-2,E-9
4,Almacen,ALMACENA,778,Producto,62,P-4,E-13
0,Almacen,ALMACENA,435,Producto,116,P-9,E-10
6,Almacen,ALMACENA,2886,Producto,135,P-8,E-18
7,Almacen,ALMACENA,386,Producto,156,P-2,E-18
5,Almacen,ALMACENA,985,Producto,192,P-2,E-3
0,Almacen,ALMACENA,2742,Producto,95,P-7,E-15
6,Almacen,ALMACENA,39,Producto,112,P-5,E-13
2,Almacen,ALMACENA,362,Producto,34,P-9,E-10
7,Almacen,ALMACENA,197,Producto,69,P-1,E-12
5,Almacen,ALMACENA,2128,Producto,29,P-2,E-2
8,Almacen,ALMACENA,1984,Producto,152,P-10,E-6
2,Almacen,ALMACENA,1897,Producto,131,P-8,E-13
3,Almacen,ALMACENA,1231,Producto,13,P-5,E-4
2,Almacen,ALMACENA,2759,Producto,172,P-6,E-16
0,Almacen,ALMACENA,1358,Producto,22,P-10,E-14
5,Almacen,ALMACENA,1738,Producto,63,P-7,E-17
6,Almacen,ALMACENA,1258,Producto,56,P-3,E-14
0,Almacen,ALMACENA,1118,Producto,149,P-5,E-2
0,Almacen,ALMACENA,2374,Producto,69,P-4,E-14
0,Almacen,ALMACENA,972,Producto,51,P-1,E-20
7,Almacen,ALMACENA,1303,Producto,117,P-3,E-1
7,Almacen,ALMACENA,2737,Producto,175,P-3,E-11
1,Almacen,ALMACENA,1113,Producto,96,P-3,E-7
7,Almacen,ALMACENA,2701,Producto,100,P-1,E-5
5,Almacen,ALMACENA,1834,Producto,27,P-6,E-3
3,Almacen,ALMACENA,2111,Producto,62,P-4,E-11
4,Almacen,ALMACENA,88,Producto,162,P-4,E-12
0,Almacen,ALMACENA,2882,Producto,24,P-3,E-15
7,Almacen,ALMACENA,833,Producto,68,P-6,E-16
2,Almacen,ALMACENA,2825,Producto,164,P-1,E-15
4,Almacen,ALMACENA,1245,Producto,150,P-10,E-7
0,Almacen,ALMACENA,2187,Producto,58,P-2,E-8
7,Almacen,ALMACENA,151,Producto,101,P-7,E-7
4,Almacen,ALMACENA,2822,Producto,55,P-5,E-19
5,Almacen,ALMACENA,2919,Producto,83,P-5,E-19
3,Almacen,ALMACENA,1830,Producto,137,P-1,E-5
1,Almacen,ALMACENA,2880,Producto,44,P-10,E-2
3,Almacen,ALMACENA,929,Producto,28,P-3,E-19
4,Almacen,ALMACENA,2719,Producto,28,P-9,E-18
0,Almacen,ALMACENA,2444,Producto,52,P-1,E-19
3,Almacen,ALMACENA,1118,Producto,21,P-7,E-14
3,Almacen,ALMACENA,792,Producto,46,P-1,E-6
2,Almacen,ALMACENA,166,Producto,91,P-5,E-11
6,Almacen,ALMACENA,132,Producto,37,P-2,E-7
5,Almacen,ALMACENA,350,Producto,9,P-3,E-14
0,Almacen,ALMACENA,1621,Producto,156,P-3,E-10
4,Almacen,ALMACENA,197,Producto,94,P-5,E-4
2,Almacen,ALMACENA,932,Producto,157,P-6,E-1
3,Almacen,ALMACENA,1544,Producto,193,P-8,E-16
8,Almacen,ALMACENA,1506,Producto,15,P-9,E-15
6,Almacen,ALMACENA,2926,Producto,53,P-9,E-9
5,Almacen,ALMACENA,255,Producto,72,P-8,E-9
9,Almacen,ALMACENA,2573,Producto,168,P-6,E-14
2,Almacen,ALMACENA,88,Producto,130,P-3,E-8
3,Almacen,ALMACENA,1421,Producto,108,P-3,E-11
1,Almacen,ALMACENA,2406,Producto,43,P-1,E-9
5,Almacen,ALMACENA,1548,Producto,175,P-4,E-17
2,Almacen,ALMACENA,1562,Producto,162,P-10,E-11
9,Almacen,ALMACENA,29,Producto,163,P-3,E-16
6,Almacen,ALMACENA,1396,Producto,165,P-6,E-16
8,Almacen,ALMACENA,465,Producto,144,P-5,E-16
2,Almacen,ALMACENA,2556,Producto,3,P-4,E-20
5,Almacen,ALMACENA,2198,Producto,53,P-6,E-15
3,Almacen,ALMACENA,2782,Producto,177,P-2,E-1
7,Almacen,ALMACENA,2271,Producto,21,P-9,E-6
5,Almacen,ALMACENA,1689,Producto,144,P-9,E-11
0,Almacen,ALMACENA,2296,Producto,123,P-9,E-5
1,Almacen,ALMACENA,20,Producto,113,P-3,E-4
2,Almacen,ALMACENA,174,Producto,122,P-1,E-6
2,Almacen,ALMACENA,1907,Producto,28,P-10,E-20
8,Almacen,ALMACENA,270,Producto,66,P-6,E-8
0,Almacen,ALMACENA,1571,Producto,120,P-2,E-7
3,Almacen,ALMACENA,1261,Producto,196,P-2,E-11
2,Almacen,ALMACENA,2510,Producto,198,P-2,E-9
8,Almacen,ALMACENA,1594,Producto,156,P-9,E-19
0,Almacen,ALMACENA,632,Producto,17,P-8,E-9
9,Almacen,ALMACENA,2414,Producto,49,P-5,E-1
1,Almacen,ALMACENA,1672,Producto,32,P-1,E-14
7,Almacen,ALMACENA,606,Producto,162,P-3,E-11
6,Almacen,ALMACENA,824,Producto,82,P-8,E-14
